answer,correct_option,id,options,problem,type
"initial_angular_velocity: 1.8 s,
final_angular_velocity: 0.101 s^-1,
work_done: -615.4 J",B,MCQ_11_5,"['initial_angular_velocity: 3.6 s,\nfinal_angular_velocity: 0.202 s^-1,\nwork_done: -1230.79 J', 'initial_angular_velocity: 1.8 s,\nfinal_angular_velocity: 0.101 s^-1,\nwork_done: -615.4 J', 'initial_angular_velocity: 1.8 s,\nfinal_angular_velocity: 0.404 s^-1,\nwork_done: -2422.25 J', 'initial_angular_velocity: 0.9 s,\nfinal_angular_velocity: 0.407 s^-1,\nwork_done: -642.7 J']","A block with a mass of 11.8 kg is hung from one end of a weightless string. The other end passes through a small hole in a horizontal platform where a ball with a mass of 36.4 kg is attached. Determine the angular velocity required for the ball to rotate on the platform to counterbalance the block's weight, given that the ball's horizontal distance from the hole is 1.0 m. As the ball rotates, the block is lowered by -4.85 m. What will be the ball's new angular velocity? How much work is performed in lowering the block?",Atmospheric Dynamics
8.4 km,B,MCQ_12_5,"['7.79 km', '8.4 km', '25.48 km', '12.61 km']",Demonstrate that an atmosphere with uniform density (density does not vary with height) possesses a finite height that is solely determined by the temperature at the lower boundary. Calculate the height of such a homogeneous atmosphere given a surface temperature of 287 K and a surface pressure of 870 hPa. (Utilize the ideal gas law and the principle of hydrostatic balance.),Atmospheric Physics
-584.5 Pa/h,A,MCQ_13_5,"['-584.5 Pa/h', '5.6 Pa/h', '-4922.3 Pa/h', '38647.1 Pa/h']",A ship is heading north at a speed of 18.7 km/h. The surface pressure rises to the northwest at a rate of 90.1 Pa/km. Determine the pressure tendency observed at a nearby island station if the pressure on the ship decreases at a rate of -606.9 Pa/h.,Atmospheric Dynamics
-11.866 °C/h,A,MCQ_14_5,"['-11.866 °C/h', '-23.732 °C/h', '-35.598 °C/h', '-6.476 °C/h']","At a location 35000.0 km north of a station, the temperature is 4.9 °C less than at the station. Given that the wind direction is from the southeast at a speed of 44.8 m/s and the air is warming due to radiation at a rate of 4.1 °C/h, what is the change in temperature at the station?",Atmospheric Dynamics
-0.24 m/km,D,MCQ_15_5,"['-0.77 m/km', '-0.47 m/km', '-0.02 m/km', '-0.24 m/km']","An airplane traveling on a heading of 72° (meaning 72° east of north) with an airspeed of 150 m/s is moving relative to the ground directly east (90°) at 180 m/s. Given that the plane maintains constant pressure, what is the rate at which its altitude changes (in meters per kilometer of horizontal travel) under the assumption of a steady pressure field, geostrophic winds, and f=5e-05 s^-1?",Atmospheric Dynamics
382.4 hPa,C,MCQ_16_5,"['1147.3 hPa', '564.1 hPa', '382.4 hPa', '701.9 hPa']","A tornado spins with a constant angular velocity \omega. Demonstrate that the surface pressure at the tornado's center can be expressed as $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ represents the surface pressure at a distance $r_{0}$ from the center, and T denotes the temperature (considered constant). Given that the temperature is 350 K, and the pressure and wind speed at 590 m from the center are 400 hPa and 95 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, determine the central pressure.",Atmospheric Dynamics
"mean_relative_vorticity: -2.4e-05 s^-1,
circulation: -7526400.0 m^2/s",A,MCQ_17_5,"['mean_relative_vorticity: -2.4e-05 s^-1,\ncirculation: -7526400.0 m^2/s', 'mean_relative_vorticity: -8e-05 s^-1,\ncirculation: -78408000.0 m^2/s', 'mean_relative_vorticity: -2.4e-05 s^-1,\ncirculation: -1881600.0 m^2/s', 'mean_relative_vorticity: -2.1428571428571428e-05 s^-1,\ncirculation: -5357143.0 m^2/s']","Determine the circulation around a square with sides measuring 560 km for a wind flowing eastward (westward direction) that diminishes in strength moving northward at a rate of 12 m/s per 500 km. Additionally, calculate the average relative vorticity within the square.",Atmospheric Dynamics
-4.1 m/s,D,MCQ_18_5,"['-8.3 m/s', '-27.5 m/s', '-16.1 m/s', '-4.1 m/s']","Consider a cylindrical column of air located at 49°N with an initial radius of 50 km, which expands to 2 times its original radius. Assuming the air starts from rest, determine the average tangential velocity at the boundary following the expansion.",Atmospheric Dynamics
0.000188 s^-1,B,MCQ_19_5,"['-1.2e-05 s^-1', '0.000188 s^-1', '0.000565 s^-1', '-7.2e-05 s^-1']","An air parcel originating at 85°N travels north, maintaining absolute vorticity. Given its starting relative vorticity as 8.8e-05 s^-1, what will be its relative vorticity when it arrives at 18°N?",Atmospheric Dynamics
"absolute_vorticity: 0.00010094 s^-1,
relative_vorticity: 2.802e-05 s^-1",C,MCQ_20_5,"['absolute_vorticity: 3.10344996 s^-1,\nrelative_vorticity: 3.10344996 s^-1', 'absolute_vorticity: 0.00013688 s^-1,\nrelative_vorticity: 1.058e-05 s^-1', 'absolute_vorticity: 0.00010094 s^-1,\nrelative_vorticity: 2.802e-05 s^-1', 'absolute_vorticity: 8.153e-05 s^-1,\nrelative_vorticity: -6.289e-05 s^-1']","An air column located at 48°N with an initial relative vorticity of ζ=3e-06 extends from the surface up to a fixed tropopause at a height of 6.4 km. If this air column travels to a position above a mountain barrier that is 0.6 km high at 30°N, what will its absolute vorticity and relative vorticity be as it crosses over the mountaintop, given that the flow adheres to the barotropic potential vorticity equation?",Atmospheric Dynamics
"vorticity_annulus: 0.0 s^-1,
vorticity_inner_circle: 0.000678 s^-1",A,MCQ_21_5,"['vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.000678 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.001356 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.000133 s^-1', 'vorticity_annulus: -0.0 s^-1,\nvorticity_inner_circle: 0.0 s^-1']","Determine the mean vorticity inside a cylindrical annulus with an inner radius of 170 km and an outer radius of 420 km, given that the tangential velocity is described by $V=A / r$, where $A=9800000.0 \mathrm{~m}^{2} \mathrm{~s}^{-1}$ and $r$ is measured in meters. What is the mean vorticity within the inner circle having a radius of 170 km?",Atmospheric Dynamics
-11.5 m^2/s^2,B,MCQ_22_5,"['-2468439.6 m^2/s^2', '-11.5 m^2/s^2', '-34.3 m^2/s^2', '-1.2 m^2/s^2']","Determine the rate at which circulation changes around a square located in the (x, y) plane, with vertices at (0,0), (0, L), (L, L), and (L, 0), given that the temperature rises eastward at a rate of 3.5 °C per 500 km and the pressure rises northward at a rate of 4.5 hPa per 100 km. Assume L=800 km and that the pressure at (0,0) is 1000 hPa.",Atmospheric Dynamics
299.0 K,B,MCQ_23_5,"['597.0 K', '299.0 K', '365.0 K', '448.0 K']","Determine the equivalent potential temperature, {θ_e}, for an air parcel that is saturated, with a pressure of 967.0 hPa, a temperature of 281.6 K, and a mixing ratio of 0.0056 kg/kg.",Atmospheric Dynamics
9.3 mm/day,D,MCQ_24_5,"['18.7 mm/day', '0.8 mm/day', '16.2 mm/day', '9.3 mm/day']","Assume the relative vorticity at the top of an Ekman layer at 45°N is 8.3e-05 s^-1. Given that the eddy viscosity coefficient is 1 m^2/s and the water vapor mixing ratio at the top of the Ekman layer is 17.0 g/kg, calculate the precipitation rate resulting from moisture convergence within the Ekman layer.",Atmospheric Dynamics
250.2 K,B,MCQ_25_5,"['225.6 K', '250.2 K', '309.2 K', '500.3 K']","Currently, the Earth's emission temperature is 239.2 K, with an albedo of 31.8%. 
What change in the emission temperature would occur if the albedo decreased to 18.4% while keeping all other factors constant?

The emission temperature is given by:

T_e = [(1 - alpha_p) * S / (4 * sigma)]^(1/4)

where alpha_p represents the planetary albedo, $S$ is the solar flux, and $\sigma$ is the Stefan-Boltzmann constant.",Geophysics
304.2 K,B,MCQ_26_5,"['608.3 K', '304.2 K', '299.8 K', '912.5 K']","Assume that TRAPPIST-1g is actually flat. Imagine it as a thin circular disk with a radius of 5820 km, orbiting the Sun at the same distance as Earth. The planetary albedo is 0.29. The vector normal to one face of this disk consistently points directly at the Sun, and the disk is composed of a perfectly conducting material, ensuring that both faces maintain the same temperature. Determine the emission temperature of this disk and compare it with the result previously determined for a spherical Earth.",Geophysics
"(a): 44.5 K,
(b): 3533070000000000.0 W,
(c): 0.0041 m/yr",D,MCQ_27_5,"['(a): 159.1 K,\n(b): -2764990000000000.0 W,\n(c): -0.0032 m/yr', '(a): 1241.3 K,\n(b): -5.172529179e+19 W,\n(c): -0.0549 m/yr', '(a): 89.1 K,\n(b): 7066150000000000.0 W,\n(c): 0.0081 m/yr', '(a): 44.5 K,\n(b): 3533070000000000.0 W,\n(c): 0.0041 m/yr']","3. Examine the thermal equilibrium of Neptune. The following details about Neptune are necessary: mean planetary radius = 24622 km; mean orbital radius around the Sun = 30.05 A.U. (where 1 A.U. represents the mean radius of Earth's orbit); planetary albedo = 0.41.

(a) Calculate the emission temperature for Neptune by assuming a balance between incoming and outgoing radiation.

(b) Neptune actually has an internal heat source due to ongoing planetary contraction. Given the standard definition of emission temperature T_e, where σ T_e^4 equals the outgoing flux of planetary radiation per unit surface area, the observed emission temperature of Neptune is 59 K. Determine the size of Neptune's internal heat source.

(c) It is postulated that the source of Q on Neptune is the release of gravitational potential energy due to a gradual contraction of the planet. Assuming Neptune has a uniform density and maintains this as it contracts, calculate the yearly change in its radius a_Neptune necessary to generate your computed value of Q. (Only half of the released gravitational energy can be converted to heat, with the rest contributing to the additional kinetic energy needed to maintain the planet's angular momentum.)",Geophysics
432.1 K,D,MCQ_28_5,"['864.3 K', '1406.7 K', '1728.5 K', '432.1 K']","Calculate the emission temperature for the planet Mercury. Assume that: the average orbital radius of Mercury is 0.39 times that of Earth's orbit. Considering the solar flux diminishes with the square of the distance from the sun and that the planetary albedo of Mercury is 0.12, find the emission temperature of Mercury.",Geophysics
"mass_of_column: 22426.0 kg,
total_mass_of_atmosphere: 5.197801873412748e+18 kg",A,MCQ_29_5,"['mass_of_column: 22426.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg', 'mass_of_column: 67278.0 kg,\ntotal_mass_of_atmosphere: 1.5593405620238246e+19 kg', 'mass_of_column: 101937.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg', 'mass_of_column: 44852.0 kg,\ntotal_mass_of_atmosphere: 1.0395603746825497e+19 kg']","Utilize the hydrostatic equation to demonstrate that the mass of an air column with a unit cross-section, stretching from the ground to a significant altitude, is $rac{p_{s}}{g}$, where ${p_{s}}$ represents the surface pressure. Input the necessary numbers to calculate the mass for a column of air covering an area of 2.2 m^2. Use your result to approximate the total mass of the atmosphere.",Atmospheric Physics
64882400000.0 Pa,A,MCQ_30_5,"['64882400000.0 Pa', '129764800000.0 Pa', '194647200000.0 Pa', '103212000000.0 Pa']","Employing the hydrostatic equation, develop a formula for the pressure at the core of a planet in terms of its surface gravity, radius 4400000.0, and constant density 2920. Substitute values relevant to Earth and compute the central pressure. 
[Hint: the gravitational acceleration at radius 4400000.0 is given by g(r) = G * m(r) / r^2, where m(r) represents the mass within radius r, and G = 6.67 * 10^-11 kg^-1 m^3 s^-2 is the gravitational constant. Assume the rock density is 2920 kg m^-3.]",Atmospheric Physics
"(a): altitude: 5.26 km,
pressure: 50000.0 Pa,
density: 0.673 kg/m^3,
(b): altitude: 1.32 km,
pressure: 84000.0 Pa,
density: 1.13 kg/m^3",C,MCQ_31_5,"['(a): altitude: 5.7 km,\npressure: 50000.0 Pa,\ndensity: 0.62 kg/m^3,\n(b): altitude: 12.09 km,\npressure: 23000.0 Pa,\ndensity: 0.285 kg/m^3', '(a): altitude: 5.26 km,\npressure: 50000.0 Pa,\ndensity: 0.673 kg/m^3,\n(b): altitude: 0.63 km,\npressure: 92000.0 Pa,\ndensity: 1.238 kg/m^3', '(a): altitude: 5.26 km,\npressure: 50000.0 Pa,\ndensity: 0.673 kg/m^3,\n(b): altitude: 1.32 km,\npressure: 84000.0 Pa,\ndensity: 1.13 kg/m^3', '(a): altitude: 10.52 km,\npressure: 100000.0 Pa,\ndensity: 1.345 kg/m^3,\n(b): altitude: 2.64 km,\npressure: 168000.0 Pa,\ndensity: 2.26 kg/m^3']","Examine a horizontally uniform atmosphere that is in hydrostatic equilibrium. The atmosphere is isothermal with a temperature of 259 K and a surface pressure of 100000 Pa.

(a) Determine the altitude, pressure, density, and potential temperature at the level that divides the atmosphere into two equal mass parts, meaning half of the atmospheric mass is above this level.

(b) Perform the same calculation as in part (a) for the level where 16% of the atmospheric mass is below.",Atmospheric Physics
"13: 445.0 K,
14: 460.0 K,
30: 797.0 K,
14-13: 295.0 K",A,MCQ_32_5,"['13: 445.0 K,\n14: 460.0 K,\n30: 797.0 K,\n14-13: 295.0 K', '13: 890.0 K,\n14: 921.0 K,\n30: 1593.0 K,\n14-13: 590.0 K', '12: 397.0 K,\n15: 447.0 K,\n29: 777.0 K,\n15-12: 278.0 K', '13: 1335.0 K,\n14: 1381.0 K,\n30: 2390.0 K,\n14-13: 885.0 K']","Consider an isothermal atmosphere with a temperature of 285 K. Calculate the potential temperature at elevations of 13 km, 14 km, and 30 km above the ground. If an air parcel is relocated adiabatically from 14 km to 13 km, what temperature would it have upon reaching its destination?",Atmospheric Physics
"(i): 13.8 ,
(ii): 4940.0 m",A,MCQ_34_5,"['(i): 13.8 ,\n(ii): 4940.0 m', '(i): 6.9 ,\n(ii): 4794.0 m', '(i): 84.4 ,\n(ii): -1157.0 m', '(i): 35.4 ,\n(ii): 4863.0 m']","(i) Consider a standard hurricane located at 30 latitude with low-level winds measured at 50 at a distance of 50 km from its center: would you anticipate this flow to be geostrophic?  
(ii) Imagine two weather stations situated near 45, separated by 470 km, with one directly northeast of the other. At both stations, the 500 hPa wind blows precisely from the south at 42. If the 500 hPa surface height at the northeastern station is 5086.666666666667 m, determine the height of this surface at the other station.",Atmospheric Dynamics
"(a): -54.2 m/s,
(b): -24.0 m/s,
(c): 11.7 m/s",A,MCQ_35_5,"['(a): -54.2 m/s,\n(b): -24.0 m/s,\n(c): 11.7 m/s', '(a): -59.5 m/s,\n(b): -33.4 m/s,\n(c): 12.2 m/s', '(a): -54.2 m/s,\n(b): 11.7 m/s,\n(c): -54.2 m/s', '(a): -115.8 m/s,\n(b): -51.9 m/s,\n(c): 25.8 m/s']","Examine the tropical Hadley circulation during the northern winter. This circulation ascends at 20°S, traverses northward over the equator within the upper troposphere, and descends at 22°N. Given that the circulation is zonally symmetric (independent of x) and inviscid outside the near-surface boundary layer (hence conserving absolute angular momentum relative to the Earth's rotation axis), and departs the boundary layer at 20°S with a zonal velocity of u=0 m/s, determine the zonal wind in the upper troposphere at (a) the equator, (b) 15°N, and (c) 22°N.",Atmospheric Physics
"(a): pressure_at_1933m: 190.6 p_s,
pressure_at_4692m: 461.3 p_s,
(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),
equivalent_ocean_depth: 2.44 m",B,MCQ_36_5,"['(a): pressure_at_1921m: 189.5 p_s,\npressure_at_4657m: 457.9 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m', '(a): pressure_at_4692m: 461.3 p_s,\npressure_at_1933m: 190.6 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m', '(a): pressure_at_1933m: 190.6 p_s,\npressure_at_4692m: 461.3 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m', '(a): pressure_at_1933m: 190.6 p_s,\npressure_at_14076m: 1381.9 p_s,\n(b): heat_capacity_atmosphere: 10200000.0 JK/(m^2),\nequivalent_ocean_depth: 2.44 m']","Imagine an ocean with a uniform density of 1000 kg/m^3.

(a) Using the hydrostatic relationship, calculate the pressure at a depth of 1933 m and at 4692 m. Provide your answer in terms of atmospheric surface pressure, where {p_s} mbar is equivalent to 100000.0 Pa.

(b) If the heat content of an infinitesimal mass dm of dry air at temperature T is given by $c_{p} * T * dm (where $c_{p} is the specific heat of air at constant pressure), derive a formula for, and compute, the (vertically integrated) heat capacity (heat content per degree Kelvin) of the atmosphere per unit horizontal area. Determine the depth an ocean would need to be to possess the same heat capacity per unit horizontal area.",Physical Oceanography
0.5 yr,B,MCQ_37_5,"['0.1 yr', '0.5 yr', '1206.3 yr', '1.6 yr']","Consider that the mixing within the mixed layer keeps the temperature uniform throughout its depth. Given a heat flux of 47.6 W/m^2 applied on the ocean surface, calculate the time required for the mixed layer's temperature to increase by 1.0°C, assuming a typical mixed layer depth. [Utilize the water density of 1000.0 kg/m^3 and the specific heat capacity of water as 4187.0 J/(kg·K).]",Physical Oceanography
"pressure_at_depth: 913755.0 Pa,
latitudinal_pressure_gradient: -0.0094452491 Pa/m,
geostrophic_flow: 0.094 m/s",B,MCQ_38_5,"['pressure_at_depth: 683456.0 Pa,\nlatitudinal_pressure_gradient: -0.0032775727 Pa/m,\ngeostrophic_flow: 0.0318 m/s', 'pressure_at_depth: 913755.0 Pa,\nlatitudinal_pressure_gradient: -0.0094452491 Pa/m,\ngeostrophic_flow: 0.094 m/s', 'pressure_at_depth: 507540.0 Pa,\nlatitudinal_pressure_gradient: -0.0036002724 Pa/m,\ngeostrophic_flow: 0.0717 m/s', 'pressure_at_depth: 109016.0 Pa,\nlatitudinal_pressure_gradient: -0.0001451838 Pa/m,\ngeostrophic_flow: 0.0 m/s']","Imagine an ocean with a constant density of 930 kg/m^3. The ocean's surface, which is flat along the longitudinal axis, has a linear slope with latitude, ranging from h=0.85 m above mean sea level (MSL) at 59.1° N to h=0.77 m below MSL at 73.1971258106668° N. Utilize the hydrostatic balance to calculate the pressure at a depth of 88.2 m below MSL. Subsequently, demonstrate that both the latitudinal pressure gradient ∂p/∂y and the geostrophic flow are independent of depth. Calculate the geostrophic flow's magnitude and direction at 66.1485629053334° N.",Physical Oceanography
14.294 cm,C,MCQ_39_5,"['-1.043 cm', '3.828 cm', '14.294 cm', '0.955 cm']","When a baseball player throws a ball covering a horizontal distance of 837.0 m at a latitude of -42.0° within 3.5 s, what is the lateral deflection caused by Earth's rotation?",Atmospheric Dynamics
8.3 m,C,MCQ_40_5,"['4.3 m', '16.5 m', '8.3 m', '15.2 m']","Determine the horizontal movement of an object released from a stationary platform at a height of 5213 at the equator, ignoring air resistance effects. What is the calculated displacement for 5213m?",Atmospheric Dynamics
"6702.4 m,
6635.0 m",A,MCQ_41_5,"['6635.0 m,\n6702.4 m', '6702.4 m,\n6635.0 m', '1259.7 m,\n2494.0 m', '6351.6 m,\n6255.5 m']","Determine the 1120.0-477.0 hPa thickness under isothermal conditions with temperatures of 268.4 K and 265.7 K, respectively.",Atmospheric Physics
7.1 °C,A,MCQ_42_5,"['7.1 °C', '4.81 °C', '-7.1 °C', '10.65 °C']","On a weather map, isolines of 970.0-770.0 hPa thickness are depicted with a contour interval of 48.0 m. What is the equivalent interval for the layer mean temperature?",Atmospheric Physics
8.273 km,B,MCQ_45_5,"['8.901 km', '8.273 km', '2.033 km', '24.82 km']","Formulate an expression that describes how the pressure change δp varies with altitude when an atmosphere with a constant lapse rate experiences a temperature change δT that is uniform with height, while the surface pressure stays unchanged. Determine the altitude at which the pressure change reaches its maximum magnitude, given the lapse rate is 4.8 K/km, T0=281, and δT=3.6 K.",Geophysics
0.0908 m/s,B,MCQ_46_5,"['0.2724 m/s', '0.0908 m/s', '0.1816 m/s', '0.0327 m/s']","Assume a 1-kg parcel of dry air is ascending with a steady vertical speed. Given that the parcel receives radiative heating at a rate of 0.89 W kg^-1, what should the rate of ascent be in order for the parcel's temperature to remain unchanged?",Atmospheric Physics
0.59 kg/m^3,B,MCQ_47_5,"['0.017 kg/m^3', '0.59 kg/m^3', '0.545 kg/m^3', '0.662 kg/m^3']",A parcel of air with a temperature of 23.3°C at the 823 hPa level is raised dry adiabatically. Determine its density upon reaching the 411.5 hPa level.,Atmospheric Dynamics
"1001.6 J/kg,
44.76 m/s",D,MCQ_48_5,"['705.5 J/kg,\n37.56 m/s', '2003.1 J/kg,\n89.51 m/s', '105522.0 J/kg,\n459.4 m/s', '1001.6 J/kg,\n44.76 m/s']","Consider an air parcel beginning from rest at the 867 hPa level and ascending vertically to 354 hPa, maintaining a constant temperature excess of 4.2°C above the environment. Given that the average temperature of the 867-354 hPa layer is 271 K, calculate the energy released due to the buoyancy force's work. If all the released energy converts to the parcel's kinetic energy, what will be its vertical velocity at 354 hPa?",Atmospheric Dynamics
285.0 s,B,MCQ_49_5,"['294.0 s', '285.0 s', '202.0 s', '570.0 s']","French researchers have designed a high-altitude balloon that maintains a nearly constant potential temperature while orbiting Earth. Suppose this balloon is situated in the lower equatorial stratosphere where the temperature is stable at 197 K. If the balloon is vertically displaced from its equilibrium position by a small distance $\delta_z$, it would oscillate around the equilibrium point. What is the period of this oscillation?",Atmospheric Dynamics
-0.000397 m/s^2,D,MCQ_50_5,"['-0.000415 m/s^2', '-4e-05 m/s^2', '-0.001142 m/s^2', '-0.000397 m/s^2']","The true wind blows at 31.0° to the right of the geostrophic wind. Given that the geostrophic wind speed is 7.7 m/s, determine the rate at which the wind speed changes. Assume f=0.0001 s^-1.",Atmospheric Dynamics
"North: 115.0 km,
South: inf,
East: 230.0 km,
West: 230.0 km",D,MCQ_51_5,"['North: 146.0 km,\nSouth: -6000.0 km,\nEast: 300.0 km,\nWest: 300.0 km', 'North: 345.0 km,\nSouth: inf,\nEast: 690.0 km,\nWest: 690.0 km', 'North: 1.0 km,\nSouth: -2.0 km,\nEast: 19.0 km,\nWest: 19.0 km', 'North: 115.0 km,\nSouth: inf,\nEast: 230.0 km,\nWest: 230.0 km']","Calculate the radii of curvature for the paths of air parcels situated 230.0 km in the east, north, south, and west directions from the center of a circular low-pressure system. The system is progressing eastward at 19.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 19.0 m/s.",Atmospheric Dynamics
"R_t_initial: North: 269.0 km,
South: 15900.0 km,
East: 530.0 km,
West: 530.0 km,
V_grad: North: 17.99 m/s,
South: 29.45 m/s,
East: 21.38 m/s,
West: 21.38 m/s,
Fractional_Error: North: 8.11 %,
South: 0.98 %,
East: 0.0 %,
West: 0.0 %",B,MCQ_52_5,"['R_t_initial: North: 592.0 km,\nSouth: 888.0 km,\nEast: 710.0 km,\nWest: 710.0 km,\nV_grad: North: 18.94 m/s,\nSouth: 20.34 m/s,\nEast: 19.59 m/s,\nWest: 19.59 m/s,\nFractional_Error: North: 1.02 %,\nSouth: 0.92 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 269.0 km,\nSouth: 15900.0 km,\nEast: 530.0 km,\nWest: 530.0 km,\nV_grad: North: 17.99 m/s,\nSouth: 29.45 m/s,\nEast: 21.38 m/s,\nWest: 21.38 m/s,\nFractional_Error: North: 8.11 %,\nSouth: 0.98 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 261.0 km,\nSouth: -15370.0 km,\nEast: 530.0 km,\nWest: 530.0 km,\nV_grad: North: 17.39 m/s,\nSouth: 1507.43 m/s,\nEast: 20.82 m/s,\nWest: 20.82 m/s,\nFractional_Error: North: 8.35 %,\nSouth: 98.61 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 404.0 km,\nSouth: 23850.0 km,\nEast: 795.0 km,\nWest: 795.0 km,\nV_grad: North: 20.05 m/s,\nSouth: 29.63 m/s,\nEast: 23.22 m/s,\nWest: 23.22 m/s,\nFractional_Error: North: 5.5 %,\nSouth: 0.44 %,\nEast: 0.0 %,\nWest: 0.0 %']","Calculate the radii of curvature for the paths of air parcels situated 530.0 km to the east, north, south, and west of the center of a circular low-pressure system, respectively. The system is traveling eastward at 29.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 30.0 m/s. Next, compute the normal gradient wind speeds for the four air parcels using the calculated radii of curvature. Compare these speeds with the geostrophic speed. (Let f=0.0001 s^-1). Utilize the gradient wind speeds determined here to recalculate the radii of curvature for the four air parcels. Use these updated estimates of the radii of curvature to recalculate the gradient wind speeds for the four air parcels. What is the fractional error in the radii of curvature when using the geostrophic wind approximation in this scenario? (Note that additional iterations could be performed, but they would quickly converge.)",Atmospheric Dynamics
1.93 K,B,MCQ_55_5,"['3.87 K', '1.93 K', '11.61 K', '5.8 K']","The planet TRAPPIST-1f rotates so slowly around its axis that we can reasonably assume the Coriolis parameter is zero. In the case of steady, frictionless motion along latitude circles, the momentum equation (2.20) simplifies to a cyclostrophic balance form: 
u^2 * tan(φ) / a = -(1 / ρ) * (∂p / ∂y).

By converting this expression into isobaric coordinates, demonstrate how the thermal wind equation can be represented as:
ω_r^2(p1) - ω_r^2(p0) = -(R * ln(p0 / p1)) / (a * sin(φ) * cos(φ)) * (∂⟨T⟩ / ∂y),
where R is the gas constant, a is the planet's radius, and ω_r ≡ u / (a * cos(φ)) is the relative angular velocity.

How should the vertically averaged temperature ⟨T⟩ change with latitude to ensure that ω_r is solely a function of pressure?

Given that the zonal velocity at approximately 60 km altitude above the equator (p1 = 0.1 Pa) is 100.0 m/s and the zonal velocity is zero at the planet's surface (p0 = 101325 Pa), what is the difference in the vertically averaged temperature between the equator and the pole, assuming ω_r depends only on pressure? The radius of the planet is a = 7200000.0 m, and the gas constant is R = 187.0 J/(kg*K).",Atmospheric Dynamics
-1041.0 km,B,MCQ_56_5,"['-389.0 km', '-1041.0 km', '-415.0 km', '-644.0 km']","Consider a scenario where, during the passage of a cyclonic storm, the isobars have a radius of curvature of 311.0 km at a location where the wind is veering at a rate of -14.3° per hour. Determine the radius of curvature of the path of an air parcel moving over this station. (The wind speed is 16.6 m/s.)",Atmospheric Dynamics
"772: 2.9 cm/s,
699: 5.25 cm/s,
562: 12.12 cm/s,
463: 20.33 cm/s,
359: 34.43 cm/s",D,MCQ_59_5,"['772: 17.83 cm/s,\n2097: -65.35 cm/s,\n562: 149.01 cm/s,\n1389: -31.3 cm/s,\n359: 374.08 cm/s', '562: 7315.24 cm/s,\n-3.5: 755794.91 cm/s,\n-2.2: 1191730.87 cm/s,\n463: 4526.43 cm/s,\n-2.5: -848809.2 cm/s', '784: 1.44 cm/s,\n607: 5.3 cm/s,\n489: 10.15 cm/s,\n415: 15.08 cm/s,\n258: 36.13 cm/s', '772: 2.9 cm/s,\n699: 5.25 cm/s,\n562: 12.12 cm/s,\n463: 20.33 cm/s,\n359: 34.43 cm/s']","The table below illustrates the horizontal wind divergence at different pressure levels above a specific station.

| Pressure ${\mathbf{hPa}}$ | ${\boldsymbol{\nabla} \cdot \mathbf{V} \mathbf{( \times \mathbf { 10 } ^ { - \mathbf { 5 } } \mathbf {s} ^ { \mathbf { - 1 } } )}}$ |
| :---: | :---: |
| 900 | -2.0 |
| 772 | -2.2 |
| 699 | -2.5 |
| 562 | -3.0 |
| 463 | -3.3 |
| 359 | -3.5 |

Determine the vertical velocity at each pressure level, assuming the atmosphere is isothermal with a temperature of 285 K, and that $w=0$ at 900 hPa.",Atmospheric Dynamics
9.8 cm/s,A,MCQ_60_5,"['9.8 cm/s', '9.17 cm/s', '-11.99 cm/s', '-21.34 cm/s']","Assume the lapse rate at the 850 hPa level is 4 K km^-1. Given that the temperature at a specific location is dropping at a rate of -6.4 K h^-1, with a westerly wind blowing at 20.4 m s^-1, and the temperature declines towards the west at 6.6 K per 100 km, determine the vertical velocity at the 850 hPa level using the adiabatic method.",Atmospheric Dynamics
50.548 s^-1,C,MCQ_61_5,"['0.42 s^-1', '270.058 s^-1', '50.548 s^-1', '255.902 s^-1']","What is the change in relative vorticity for a fluid column in a rotating cylinder when it is relocated from the tank's center to 67.7 cm away from the center? The cylinder rotates at 40 revolutions per minute, with the fluid depth at the center being 6.8 cm, and the fluid starts in solid-body rotation.",Physical Oceanography
