answer,correct_option,id,options,problem,type
0.000105 ,A,MCQ_83_6,"['0.000105 ', '0.000209 ', '-7.6e-05 ', '0.002611 ']",Calculate the proportion of centrifugal acceleration to gravitational acceleration at a latitude of 56.7° on Ganymede.,Geophysics
"y2: 2.6333 m,
delta_z_critical: 0.9551 m",D,MCQ_84_6,"['y2: -1.2526 m,\ndelta_z_critical: 1.3967 m', 'y2: 4.2461 m,\ndelta_z_critical: 2.5112 m', 'y2: 0.4043 m,\ndelta_z_critical: 0.0133 m', 'y2: 2.6333 m,\ndelta_z_critical: 0.9551 m']","Water flowing in a broad channel encounters a hump 0.66 m tall, with an initial velocity of 2.3 m/sec and a depth of 3.5 m. Calculate 
a) The water depth y2 above the hump and 
b) The height of the hump that would make the crest flow critical.",Hydrology
0.021 m,D,MCQ_85_6,"['0.0 m', '0.041 m', '0.029 m', '0.021 m']","A smooth laminar boundary layer begins to form at the sharp leading edge of a propeller blade that is moving at 86.2 m/s relative to the air. Considering that the critical Reynolds number for flat plate turbulence is 118000 based on the distance, x, from the leading edge, where should we expect the transition to turbulence to occur?",Physical Oceanography
"volume_transport_Sv: 3.92 Sv,
heat_transport_PW: 0.0241 PW",B,MCQ_86_6,"['volume_transport_Sv: 1.96 Sv,\nheat_transport_PW: 0.006 PW', 'volume_transport_Sv: 3.92 Sv,\nheat_transport_PW: 0.0241 PW', 'volume_transport_Sv: 4.48 Sv,\nheat_transport_PW: 0.0642 PW', 'volume_transport_Sv: 7.84 Sv,\nheat_transport_PW: 0.0481 PW']","Warm western boundary currents like the Canary Current are crucial to the climate system due to their role in meridional heat transport. The Canary Current measures approximately 10 km in width, extends to a depth of 490 m, and has an average speed of 0.8 m/s.

a. Estimate the volume transport of the Canary Current (in Sv).

b. Estimate the temperature difference (ΔT = 1.5 °C) and the meridional heat transport linked with the Canary Current.",Physical Oceanography
"direction: north ,
Rossby_deformation_radius: 931326.33 m,
time_to_propagate: 53377.67 s",C,MCQ_87_6,"['direction: north ,\nRossby_deformation_radius: 1862652.66 m,\ntime_to_propagate: 106755.35 s', 'direction: north ,\nRossby_deformation_radius: 941234.34 m,\ntime_to_propagate: 75487.43 s', 'direction: north ,\nRossby_deformation_radius: 931326.33 m,\ntime_to_propagate: 53377.67 s', 'direction: south ,\nRossby_deformation_radius: 1149282.2 m,\ntime_to_propagate: 45074.35 s']","In midlatitude regions, Kelvin waves travel along coastlines.

a. Which direction (north or south) do these waves travel if they move along the European Atlantic coast?

b. Compute the Rossby deformation radius for such a wave at 45.6°.

c. Find the time τ required for a Kelvin wave to travel a distance of 5180 km.

Assume a Kelvin wave is moving through a water layer with a thickness of H₀=960 m.",Physical Oceanography
0.1385 ,A,MCQ_88_6,"['0.1385 ', '0.5541 ', '0.0106 ', '0.0 ']","Determine the Ekman number for the Agulhas Current, using typical values, U=1.0 m s^-1, L=137.0 km, and an approximate eddy viscosity A=156000.0 m^2 s^-1.",Physical Oceanography
2924.342 s,D,MCQ_89_6,"['8773.027 s', '4.995 s', '580.317 s', '2924.342 s']","A submarine that is neutrally buoyant and stationary is submerged at a depth of 644.0 m at a latitude of 20.1°. Upon hearing an unusual noise to the east, the SONAR operator alerts the captain, who chooses to investigate. With an easterly speed of 1.1 m/s, how much time will pass before the submarine reaches the surface if no adjustments are made to the controls?",Physical Oceanography
0.0974 ,A,MCQ_90_6,"['0.0974 ', '66.4286 ', '0.1053 ', '0.2921 ']","A vessel is navigating an area where deep water waves have a wavelength of 558.0 meters. Considering the vessel's speed is 7.2 m s⁻¹, determine the ship's speed using the Froude number.",Physical Oceanography
"(a): 29380170000.0 m^3,
(b): 7762240914000.0 gal",A,MCQ_91_6,"['(a): 29380170000.0 m^3,\n(b): 7762240914000.0 gal', '(a): 58760340000.0 m^3,\n(b): 15524481828000.0 gal', '(a): 2226500000.0 m^3,\n(b): 588241300000.0 gal', '(a): 88140510000.0 m^3,\n(b): 23286722742000.0 gal']","Annually, a precipitation depth of 3.11 meter is recorded over a catchment area measuring 9447 (or $10^{3}$) $\mathrm{km}^{2}$.
(a) Calculate the total volume of water received in an average year in cubic meters.
(b) Convert this volume into gallons.",Hydrology
1684.0 yrs,B,MCQ_92_6,"['6136.0 yrs', '1684.0 yrs', '5051.0 yrs', '3985.0 yrs']","The polar ice caps, which cover an area of 20000000.0 km^2, are thought to hold a total equivalent volume of 13000000.0 km^3 of liquid water. With the average yearly precipitation over these ice caps estimated at 15.2 inches, calculate the residence time of water in the polar ice caps, assuming the volume does not change over time.",Hydrology
"(a): 9500000.0 m^3,
(b): 950.0 mm,
(c): 0.2083 ",B,MCQ_93_6,"['(a): 1750000.0 m^3,\n(b): 583.33 mm,\n(c): 0.386 ', '(a): 9500000.0 m^3,\n(b): 950.0 mm,\n(c): 0.2083 ', '(a): 3500000.0 m^3,\n(b): 700.0 mm,\n(c): 0.4167 ', '(a): 2999999999990.0 m^3,\n(b): 2500000.0 mm,\n(c): 0.0 ']","In a typical year, a small agricultural catchment with an 10.0 km² area receives 1200.0 mm of rainfall. The catchment is drained by a stream with continuous discharge records. The total annual surface-water runoff, as derived from the stream discharge data, amounts to 2500000.0 m³.
(a) Compute the annual volume of water lost to evapotranspiration in cubic meters, assuming there is no change in water storage in the catchment.
(b) Find the depth of water lost to evapotranspiration over the year in millimeters, assuming once more no change in water storage within the catchment.
(c) Calculate the runoff ratio (runoff over precipitation) for the catchment.",Hydrology
"(a): 1.326 mm/hr,
1.12 mm/hr,
(b): 2.43 mm/hr,
2.25 mm/hr,
(c): 2.28 mm/hr,
1.56 mm/hr,
(d): 30640622.0 m^3",D,MCQ_94_6,"['(a): 1.326 mm/hr,\n1.12 mm/hr,\n(b): 13.72 mm/hr,\n11.04 mm/hr,\n(c): 3.64 mm/hr,\n2.65 mm/hr,\n(d): 30640622.0 m^3', '(a): 1.265 mm/hr,\n16.792 mm/hr,\n(b): 12.74 mm/hr,\n195.69 mm/hr,\n(c): 3.08 mm/hr,\n3.47 mm/hr,\n(d): 8323460.0 m^3', '(a): 1.585 mm/hr,\n1.383 mm/hr,\n(b): 2.27 mm/hr,\n2.14 mm/hr,\n(c): 2.15 mm/hr,\n1.84 mm/hr,\n(d): 16515096.0 m^3', '(a): 1.326 mm/hr,\n1.12 mm/hr,\n(b): 2.43 mm/hr,\n2.25 mm/hr,\n(c): 2.28 mm/hr,\n1.56 mm/hr,\n(d): 30640622.0 m^3']","Two tipping bucket rain gauges are utilized to record the following rainfall data:

| Time | Cumulative precipitation (mm) at Station#1 | Cumulative precipitation (mm) at Station#2 |
| :--- | :--- | :--- |
| 4:00 a.m. | 0.2 | 0.5 |
| 6:00 a.m. | 2.4076968841384145 | 2.888527109955922 |
| 8:00 a.m. | 7.097299420287104 | 7.383802222079247 |
| 10:00 a.m. | 11.629080977646792 | 9.87202936152887 |
| 12:00 noon | 16.104181333398365 | 12.255907132355198 |
| 2:00 p.m. | 18.003361402619944 | 14.361988100298753 |
| 4:00 p.m. | 22.871257639445933 | 14.83113033992149 |
| 6:00 p.m. | 23.454115304747457 | 17.10455595347934 |
| 8:00 p.m. | 26.962294793192335 | 20.195329481309866 |
| 10:00 p.m. | 28.36092094304698 | 23.237322661266962 |
| 12:00 midnight | 29.31688613234171 | 23.762784691400896 |
| 2:00 a.m. | 30.371047834688056 | 24.457194963239726 |
| 4:00 a.m. | 31.81959530388062 | 26.891848334766358 |

(a) Determine the average daily rainfall intensity for each station (mm/hr).
(b) Determine the peak 2-hour rainfall intensity for each station (mm/hr).
(c) Determine the peak 6-hour rainfall intensity for each station (mm/hr).
(d) Using the arithmetic mean method and given that the drainage basin covers an area of 403 mi², compute the total rainfall volume (m³) that reached the basin during the event.",Hydrology
"(a): cross_sectional_area_m2: 1.29 m^2,
total_storage_volume_m3: 0.66 m^3,
(b): 27.83 mm,
(c): 35.83 kg,
(d): 0.1 mm/hr,
(e): 4.35 mm/hr,
(f): 0.31 days",A,MCQ_95_6,"['(a): cross_sectional_area_m2: 1.29 m^2,\ntotal_storage_volume_m3: 0.66 m^3,\n(b): 27.83 mm,\n(c): 35.83 kg,\n(d): 0.1 mm/hr,\n(e): 4.35 mm/hr,\n(f): 0.31 days', '(a): cross_sectional_area_m2: 0.05 m^2,\ntotal_storage_volume_m3: 0.01 m^3,\n(b): 1493.96 mm,\n(c): 0.72 kg,\n(d): -17.07 mm/hr,\n(e): 5836.02 mm/hr,\n(f): 0.01 days', '(a): cross_sectional_area_m2: 0.62 m^2,\ntotal_storage_volume_m3: 0.16 m^3,\n(b): 54.88 mm,\n(c): 33.95 kg,\n(d): 0.18 mm/hr,\n(e): 0.11 mm/hr,\n(f): 24.31 days', '(a): cross_sectional_area_m2: 1.29 m^2,\ntotal_storage_volume_m3: 1.97 m^3,\n(b): 27.83 mm,\n(c): 35.83 kg,\n(d): 0.03 mm/hr,\n(e): 1.45 mm/hr,\n(f): 0.93 days']","Estimating potential evapotranspiration through the measurement of water volume changes in an evaporation pan is a common method. United States Class A evaporation pans are cylindrical and have the following dimensions: depth = 20.0 inches and diameter = 50.5 inches. An evaporation pan acts as a hydrological system with inflow, outflow, and storage volume components.

(a) Determine the cross-sectional area (m^2) of a United States Class A evaporation pan that allows water inflows and outflows. Also, compute the total storage volume of the pan (m^3).

(b) Initially, the pan holds 9.5 U.S. gallons of water. Find the depth of the water in the pan (mm).

(c) Given a water density of 996.4 kg/m^3, calculate the mass (kg) of water contained in the pan.

(d) After 22 hours in an open area (without precipitation), the pan is inspected, revealing a remaining water volume of 8.75 gallons. Calculate the average evaporation rate (mm/hr) from the pan.

(e) The pan is emptied and refilled with 9.5 gallons of water, then left in an open area for another 22 hours. During this time, rain occurred for 10.0 hours at a steady rate of 10.0 mm/hr; after 22 hours, the water volume in the pan was 11.0 gallons. Determine the average evaporation rate (mm/hr) from the pan during this interval.

(f) Assuming the evaporation rate derived in E remains constant and no further precipitation takes place, estimate the duration (days) required for the pan to become empty due to evaporation.",Hydrology
"(a): dQ/dt = R_n - G - H - E_l ,
(b): E_l = R_n / (1 + B) ,
(c): 3.05 mm/day,
(d): 85.52 mm",D,MCQ_96_6,"['(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 144.2 mm/day,\n(d): 4037.53 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 6.32 mm/day,\n(d): 176.84 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 9.16 mm/day,\n(d): 256.57 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 3.05 mm/day,\n(d): 85.52 mm']","A small catchment with an 300 ha area in Iowa absorbs an average R_n = 148 W m^-2 in June. Use the energy balance method to estimate the catchment's evapotranspiration for June.

(a) Formulate a comprehensive energy balance equation, including all terms, for the catchment in June.

(b) By ignoring ground conduction (G) and assuming no change in stored energy (dQ/dt = 0), simplify the energy balance equation for the catchment to solve for the latent heat flux, E_l. Substitute H (the sensible heat flux) with B × E_l, where B is the Bowen ratio.

(c) Given a mean Bowen ratio of 0.78 for the catchment, determine the mean daily latent heat flux to the atmosphere (W m^-2) and the mean evapotranspiration rate (mm day^-1) from the catchment. Assume a water density, ρ_w = 960 kg m^-3.

(d) Compute the total evapotranspiration from the catchment over the month of June (28 days).",Hydrology
5.6 °C,A,MCQ_97_6,"['5.6 °C', '35.2 °C', '6.4 °C', '22.4 °C']","A thermometer floating with the river's flow at 2.0 km/hr measures the surface temperature. The overall warming rate of the river water is 0.3 °C/hr, while the temperature rises by 0.2 °C per kilometer downstream. What is the temperature change (°C) recorded by the thermometer over 8 hours?",Hydrology
0.304 m/s,C,MCQ_98_6,"['0.0 m/s', '0.431 m/s', '0.304 m/s', '1.672 m/s']","The pressure decrease across a properly designed constriction can be utilized to determine the flow velocity in a pipe. Given that the pressure drop from a 0.58-m diameter section to a 0.14-m diameter section is 13610 Pa, what is the flow velocity (m/s) in the 0.58-m diameter section of the pipe? Hint: Apply the conservation of mass equation to connect the velocity at the smaller section with that at the larger section.",Hydrology
"discharge: 0.851 m^3/s,
is_laminar: True ",C,MCQ_99_6,"['discharge: 0.0 m^3/s,\nis_laminar: True ', 'discharge: -477188069.657 m^3/s,\nis_laminar: False ', 'discharge: 0.851 m^3/s,\nis_laminar: True ', 'discharge: 2.553 m^3/s,\nis_laminar: 3 ']","Molten lava, characterized by a density of 2360 kg/m^3 and a viscosity of 2840 Pa·s, travels through a conduit with a circular cross-sectional shape. The conduit has a diameter of 1.78 m, and the lava flow is motivated by a pressure gradient of -9810 Pa/m. Given the assumption that the flow is laminar, determine the lava discharge in m^3/s. Is the laminar flow assumption appropriate?",Hydrology
"depth: 0.24 m,
mean_velocity: 3.22 m/s,
RH_close_to_h: True ",D,MCQ_100_6,"['depth: 0.72 m,\nmean_velocity: 9.65 m/s,\nRH_close_to_h: 3 ', 'depth: 0.17 m,\nmean_velocity: 0.0 m/s,\nRH_close_to_h: True ', 'depth: 0.49 m,\nmean_velocity: 1.32 m/s,\nRH_close_to_h: True ', 'depth: 0.24 m,\nmean_velocity: 3.22 m/s,\nRH_close_to_h: True ']","Utilize Equation 1 to calculate the depth and average velocity of a flow in a channel characterized by a slope S=0.007, width w=21.0 m, discharge Q=16.1 m³/s, and Manning's n=0.01. Is it reasonable to assume that RH ≈ h for this flow? 
$$
egin{equation*}
q_{w}=U h=rac{k}{n} h^{5 / 3} S^{1 / 2} . 	ag{Equation 1}
\end{equation*}
$$",Hydrology
"(a): diameter: 4.16 m,
feasible: False ,
(b): (i): 3.6 m,
(ii): 5700.46 m,
(iii): 1728 ",C,MCQ_101_6,"['(a): diameter: 5.88 m,\nfeasible: False ,\n(b): (i): 1.8 m,\n(ii): 22801.82 m,\n(iii): 13820 ', '(a): diameter: 2.84 m,\nfeasible: False ,\n(b): (i): 4.4 m,\n(ii): 14.51 m,\n(iii): 9 ', '(a): diameter: 4.16 m,\nfeasible: False ,\n(b): (i): 3.6 m,\n(ii): 5700.46 m,\n(iii): 1728 ', '(a): diameter: 8.31 m,\nfeasible: 0 ,\n(b): (i): 7.2 m,\n(ii): 11400.91 m,\n(iii): 3456 ']","You are tasked with designing a basic filtration system for a community's water supply using cylindrical sand columns (K=0.7 m/day). The filter must be 3.6 m in length to effectively capture particulates in the water. Since the system will operate via gravity, the pressure heads at the top and bottom of the vertically-oriented filter will be 9.2 m and 5.9 m, respectively.  
(a). What diameter is necessary for the filter to process 2300 gallons of water per day? Is this dimension feasible (anything exceeding about 0.1 m is not feasible)?  
(b). Evaluate each of the following alternatives and consider adjustments to your design:  
i. Extend the sand filter (to what length?)  
ii. Increase the hydraulic head at the inflow (by how much?)  
iii. Implement multiple filters (how many? what dimensions?)",Hydrology
11.47 days,C,MCQ_102_6,"['40.95 days', '22.94 days', '11.47 days', '59.94 days']","In regions where irrigation is applied to boost agricultural output, maintaining soil water content above the permanent wilting point (e.g., θ ≥ 2 θw) during the growing season is essential. The root zone soil moisture should not surpass field capacity θfc during irrigation, as exceeding θfc results in drainage losses of water and fertilizer. Under this strategy, soil moisture stays below field capacity, with evapotranspiration being the sole loss from the root zone. Assuming the absence of rainfall, the temporal changes in average soil moisture θ in the root zone are described by the soil water balance equation:

Z * dθ/dt = -et,

where Z represents the depth of the root zone. This implies that variations in stored water within the control volume (i.e., the root zone) arise from the disparity between water inputs and outputs. In this scenario, there are no inputs from rainfall, and the only outflow is due to et. The irrigation period (i.e., the interval between successive irrigation applications) is determined by integrating the soil water balance equation from time t=0, when θ=θfc (immediately after irrigation), to time ti, when θ=θ0 (indicating it's time to irrigate again). This assumes the evapotranspiration rate decreases linearly from the potential rate PET at θ = θfc to zero at θ = θw (i.e., et = PET*(θ - θw)/(θfc - θw)):

Determine the irrigation period ti given:
Z=0.36 m, PET=9.7 mm/day, θfc=0.29, θw=0.06, and θ0=0.12.",Hydrology
"new_water_fraction: 0.1 ,
old_water_fraction: 0.9 ",C,MCQ_103_6,"['new_water_fraction: 1.111 ,\nold_water_fraction: -0.111 ', 'new_water_fraction: 0.4 ,\nold_water_fraction: 3.6 ', 'new_water_fraction: 0.1 ,\nold_water_fraction: 0.9 ', 'new_water_fraction: 0.3 ,\nold_water_fraction: 2.7 ']","A hydrologist analyzing runoff production within a catchment records these chloride concentrations at the height of a rainstorm: $C_n=8.9$ μmol/L, $C_o=37.0$ μmol/L, and $C_t=34.19$ μmol/L. Determine the proportions of total streamflow that are provided by new water and old water.",Hydrology
"TI1: 9.5 ,
TI2: 5.4 ,
likely_segment: 1 ",A,MCQ_104_6,"['TI1: 9.5 ,\nTI2: 5.4 ,\nlikely_segment: 1 ', 'TI1: 13.0 ,\nTI2: 1.9 ,\nlikely_segment: 1 ', 'TI1: 8.87 ,\nTI2: 5.52 ,\nlikely_segment: 1 ', 'TI1: 28.49 ,\nTI2: 16.21 ,\nlikely_segment: 3 ']","Consider two ""streamtube"" segments within a catchment area—essentially parts of a flow net defined by topography—with the following characteristics:

|  | Segment 1 | Segment 2 |
| :--- | :--- | :--- |
| Upslope area, A (m²) | 800.0 | 600.0 |
| Length of contour at the segment's base, c (m) | 4.0 | 30.0 |
| Slope at the segment's base, tanβ | 0.015 | 0.09 |

Determine the topographic index for each segment and specify which segment is more prone to generating saturation-excess overland flow.",Hydrology
57.512 m^3/s,B,MCQ_81_7,"['12.506 m^3/s', '57.512 m^3/s', '24.613 m^3/s', '138.449 m^3/s']","Consider a rectangular open channel with a width of 4.3 meters that transports water at a depth of 3.1 meters. Given that the channel slope is 0.0078 and Manning's roughness coefficient is 0.024, determine the flow rate Q in cubic meters per second. Employ the SI units and use the hydraulic radius R=1.2695238095238095 m.",Hydrology
"(a): Upstream: 1.37 m,
over the hump: 1.25 m,
(b): Upstream: 1.37 m,
over the hump: 1.343 m",C,MCQ_82_7,"['(a): Upstream: 7.007 m,\nover the hump: 6.938 m,\n(b): Upstream: 0.755 m,\nover the hump: 0.688 m', '(a): Upstream: 2.74 m,\nover the hump: 2.72 m,\n(b): Upstream: 2.74 m,\nover the hump: 2.734 m', '(a): Upstream: 1.37 m,\nover the hump: 1.25 m,\n(b): Upstream: 1.37 m,\nover the hump: 1.343 m', '(a): Upstream: 4.27 m,\nover the hump: 4.245 m,\n(b): Upstream: 4.27 m,\nover the hump: 4.256 m']",A rectangular channel with a width of 6.8 m conveys a flow rate of 8.5 m³/s at a depth of 1.37 m. There is a plan to build a hump at a certain section. Calculate the water surface levels both upstream from the hump and directly over the hump if the hump's height is a) 0.55 m and b) 0.27 m (assuming no energy loss at the hump).,Hydrology
0.000158 ,D,MCQ_83_7,"['0.000317 ', '7e-06 ', '0.009248 ', '0.000158 ']",Calculate the proportion of centrifugal acceleration to gravitational acceleration at a latitude of 76.3° on Gliese 581g.,Geophysics
"y2: 1.2488 m,
delta_z_critical: 0.2967 m",D,MCQ_84_7,"['y2: 1.2363 m,\ndelta_z_critical: 1.4992 m', 'y2: 2.8284 m,\ndelta_z_critical: 1.8229 m', 'y2: -1.0725 m,\ndelta_z_critical: 0.0041 m', 'y2: 1.2488 m,\ndelta_z_critical: 0.2967 m']","Water flowing in a broad channel encounters a hump 0.66 m tall, with an initial velocity of 2.3 m/sec and a depth of 1.9 m. Calculate 
a) The water depth y2 above the hump and 
b) The height of the hump that would make the crest flow critical.",Hydrology
0.268 m,A,MCQ_85_7,"['0.268 m', '0.537 m', '0.016 m', '0.805 m']","A smooth laminar boundary layer begins to form at the sharp leading edge of a propeller blade that is moving at 32.7 m/s relative to the ammonia. Considering that the critical Reynolds number for flat plate turbulence is 627000 based on the distance, x, from the leading edge, where should we expect the transition to turbulence to occur?",Physical Oceanography
"volume_transport_Sv: 172.9 Sv,
heat_transport_PW: 1.4153 PW",B,MCQ_86_7,"['volume_transport_Sv: 432.25 Sv,\nheat_transport_PW: 8.8456 PW', 'volume_transport_Sv: 172.9 Sv,\nheat_transport_PW: 1.4153 PW', 'volume_transport_Sv: 345.8 Sv,\nheat_transport_PW: 2.8306 PW', 'volume_transport_Sv: 1.56 Sv,\nheat_transport_PW: 0.0351 PW']","Warm western boundary currents like the Mozambique Current are crucial to the climate system due to their role in meridional heat transport. The Mozambique Current measures approximately 140 km in width, extends to a depth of 650 m, and has an average speed of 1.9 m/s.

a. Estimate the volume transport of the Mozambique Current (in Sv).

b. Estimate the temperature difference (ΔT = 2.0 °C) and the meridional heat transport linked with the Mozambique Current.",Physical Oceanography
"direction: north ,
Rossby_deformation_radius: 1480246.5 m,
time_to_propagate: 3264.05 s",C,MCQ_87_7,"['direction: north ,\nRossby_deformation_radius: 953595.11 m,\ntime_to_propagate: 60994.04 s', 'direction: north ,\nRossby_deformation_radius: 2075949.22 m,\ntime_to_propagate: 2308.03 s', 'direction: north ,\nRossby_deformation_radius: 1480246.5 m,\ntime_to_propagate: 3264.05 s', 'direction: north ,\nRossby_deformation_radius: 2960493.01 m,\ntime_to_propagate: 6528.11 s']","In midlatitude regions, Kelvin waves travel along coastlines.

a. Which direction (north or south) do these waves travel if they move along the East African coast?

b. Compute the Rossby deformation radius for such a wave at 14.8°.

c. Find the time τ required for a Kelvin wave to travel a distance of 180 km.

Assume a Kelvin wave is moving through a water layer with a thickness of H₀=310 m.",Physical Oceanography
0.0524 ,B,MCQ_88_7,"['0.0131 ', '0.0524 ', '0.1049 ', '1.1011 ']","Determine the Ekman number for the Red Sea, using typical values, U=1.0 m s^-1, L=250.0 km, and an approximate eddy viscosity A=213000.0 m^2 s^-1.",Physical Oceanography
2944.187 s,D,MCQ_89_7,"['4.66 s', '1700.864 s', '1032.954 s', '2944.187 s']","A submarine that is neutrally buoyant and stationary is submerged at a depth of 695.0 m at a latitude of 1.0°. Upon hearing an unusual noise to the east, the SONAR operator alerts the captain, who chooses to investigate. With an easterly speed of 1.1 m/s, how much time will pass before the submarine reaches the surface if no adjustments are made to the controls?",Physical Oceanography
0.3274 ,C,MCQ_90_7,"['0.0706 ', '0.207 ', '0.3274 ', '16.2759 ']","A vessel is navigating an area where deep water waves have a wavelength of 192.0 meters. Considering the vessel's speed is 14.2 m s⁻¹, determine the ship's speed using the Froude number.",Physical Oceanography
"(a): 6230400000.0 m^3,
(b): 1646071680000.0 gal",C,MCQ_91_7,"['(a): 18691200000.0 m^3,\n(b): 4938215040000.0 gal', '(a): 12460800000.0 m^3,\n(b): 3292143360000.0 gal', '(a): 6230400000.0 m^3,\n(b): 1646071680000.0 gal', '(a): 11511500000.0 m^3,\n(b): 3041338300000.0 gal']","Annually, a precipitation depth of 2.2 meter is recorded over a catchment area measuring 2832 (or $10^{3}$) $\mathrm{km}^{2}$.
(a) Calculate the total volume of water received in an average year in cubic meters.
(b) Convert this volume into gallons.",Hydrology
1172.0 yrs,D,MCQ_92_7,"['117.0 yrs', '9313.0 yrs', '0.0 yrs', '1172.0 yrs']","The polar ice caps, which cover an area of 16000000.0 km^2, are thought to hold a total equivalent volume of 7000000.0 km^3 of liquid water. With the average yearly precipitation over these ice caps estimated at 14.7 inches, calculate the residence time of water in the polar ice caps, assuming the volume does not change over time.",Hydrology
"(a): 3100000.0 m^3,
(b): 620.0 mm,
(c): 0.225 ",B,MCQ_93_7,"['(a): 4499999200.0 m^3,\n(b): 5.0 mm,\n(c): 0.0 ', '(a): 3100000.0 m^3,\n(b): 620.0 mm,\n(c): 0.225 ', '(a): 9500000.0 m^3,\n(b): 950.0 mm,\n(c): 0.2083 ', '(a): 9300000.0 m^3,\n(b): 1860.0 mm,\n(c): 0.675 ']","In a typical year, a small agricultural catchment with an 5.0 km² area receives 800.0 mm of rainfall. The catchment is drained by a stream with continuous discharge records. The total annual surface-water runoff, as derived from the stream discharge data, amounts to 900000.0 m³.
(a) Compute the annual volume of water lost to evapotranspiration in cubic meters, assuming there is no change in water storage in the catchment.
(b) Find the depth of water lost to evapotranspiration over the year in millimeters, assuming once more no change in water storage within the catchment.
(c) Calculate the runoff ratio (runoff over precipitation) for the catchment.",Hydrology
"(a): 1.277 mm/hr,
1.397 mm/hr,
(b): 2.43 mm/hr,
2.49 mm/hr,
(c): 1.44 mm/hr,
1.7 mm/hr,
(d): 21776481.0 m^3",A,MCQ_94_7,"['(a): 1.277 mm/hr,\n1.397 mm/hr,\n(b): 2.43 mm/hr,\n2.49 mm/hr,\n(c): 1.44 mm/hr,\n1.7 mm/hr,\n(d): 21776481.0 m^3', '(a): 3.194 mm/hr,\n3.492 mm/hr,\n(b): 6.08 mm/hr,\n6.23 mm/hr,\n(c): 4.01 mm/hr,\n4.26 mm/hr,\n(d): 136103004.0 m^3', '(a): 0.058 mm/hr,\n0.302 mm/hr,\n(b): 14.51 mm/hr,\n12.05 mm/hr,\n(c): 3.68 mm/hr,\n3.85 mm/hr,\n(d): 342479.0 m^3', '(a): 1.5 mm/hr,\n1.335 mm/hr,\n(b): 2.49 mm/hr,\n2.42 mm/hr,\n(c): 1.66 mm/hr,\n2.21 mm/hr,\n(d): 4757369.0 m^3']","Two tipping bucket rain gauges are utilized to record the following rainfall data:

| Time | Cumulative precipitation (mm) at Station#1 | Cumulative precipitation (mm) at Station#2 |
| :--- | :--- | :--- |
| 4:00 a.m. | 1.6 | 1.4 |
| 6:00 a.m. | 3.3484759808256364 | 4.500997036688867 |
| 8:00 a.m. | 8.213798377326068 | 7.240384175076583 |
| 10:00 a.m. | 10.261687449826116 | 11.622598262943175 |
| 12:00 noon | 10.732569336287819 | 11.940958928184209 |
| 2:00 p.m. | 11.303473983104043 | 13.751844538549884 |
| 4:00 p.m. | 13.421825100139252 | 18.73246542774005 |
| 6:00 p.m. | 18.168713231948338 | 19.345465813344674 |
| 8:00 p.m. | 19.272544169401744 | 22.60519079856168 |
| 10:00 p.m. | 20.81809373434846 | 26.585663690282164 |
| 12:00 midnight | 24.68475226631908 | 27.446182197273327 |
| 2:00 a.m. | 28.0177081521383 | 30.607736823505174 |
| 4:00 a.m. | 30.659690918420807 | 33.52280952907595 |

(a) Determine the average daily rainfall intensity for each station (mm/hr).
(b) Determine the peak 2-hour rainfall intensity for each station (mm/hr).
(c) Determine the peak 6-hour rainfall intensity for each station (mm/hr).
(d) Using the arithmetic mean method and given that the drainage basin covers an area of 262 mi², compute the total rainfall volume (m³) that reached the basin during the event.",Hydrology
